L1-dcache-load-misses,iTLB-load-misses,L1-icache-load-misses,LLC-store-misses,branch-misses:u,LLC-load-misses,dTLB-load-misses,dTLB-store-misses,L2-load-misses,L2-store-misses,cycles,instructions,ns
809914,125,191706,195,1733647,84992,54291,194,96971,415,189107310,322601885,50309525
760682,222,198919,122,1738985,88784,58108,201,81375,141,187108073,326740186,50294755
787430,159,195097,488,1873114,95044,61758,208,84955,210,188795645,316116395,50302697
872327,88,201729,211,1963444,101755,64020,118,112618,144,189092264,302905621,50303472
722314,148,385510,901,1604093,112450,58129,142,110198,185,186751526,311927351,50272428
651888,265,188010,279,1732180,78387,51742,101,101983,1019,176464493,294930319,50516690
783886,307,265419,532,1758697,97440,56060,112,107292,694,183063433,293935146,50310786
822092,299,207798,710,1572873,109318,56311,164,110395,640,183983125,295542469,50305136
814317,272,180536,234,1560720,103509,59080,159,110103,343,184343526,298988298,50300796
825154,265,192257,287,1851371,110367,61343,96,120591,112,183018326,298097340,50306336
802274,288,170980,356,1658406,111188,64394,144,110504,316,180433849,285477495,50300192
799944,313,184288,266,1728348,97809,61517,201,100591,269,180701348,294489963,50331137
857106,336,199984,320,1683452,102338,56235,91,116216,313,183898436,293926088,50318775
825923,296,187827,292,1658187,110611,57726,147,112255,270,183844014,297192414,50297978
836113,378,179701,277,1779006,108403,62291,122,116641,462,184939398,303442281,50303405
793918,300,170995,265,1598031,112760,63292,157,121821,298,181536138,296185626,50305045
833914,323,174706,271,1741662,100647,57047,103,109994,245,182475348,294165019,50299604
799570,294,196728,332,1703813,115552,62459,119,104152,201,179874998,298065592,50304393
728974,307,179482,233,1748280,96459,59163,75,76257,516,180451423,301658019,50376620
647728,329,130654,172,1698910,76157,53026,178,83503,226,170386804,296022868,50272060
854487,105,1873438,1064,1325888,88265,55932,119,82910,304,167754822,245001294,50299875
1188452,127,2689462,1773,970328,80493,38085,529,86655,2230,163471760,166816993,50274643
885865,361,556055,4374,1099769,80388,32752,217,70655,2929,160120540,191849380,50414023
665388,296,498875,3835,1270926,117755,45010,158,114630,6044,162070788,240645632,50419249
597253,237,244387,5965,1319788,119711,46969,98,125705,5964,158074939,221230001,50368387
659811,290,433464,2546,1569959,100352,46194,136,111901,3613,163826645,247353768,50366414
653501,239,131888,936,1725947,97885,56226,120,96246,2122,163399922,262831868,50507733
786390,241,137839,136,1828549,78725,58500,82,96200,186,186532858,305409504,50308550
799931,228,174534,196,1825534,89475,64189,131,99669,159,187198534,309888209,50297329
790046,301,170813,140,1749287,102606,63408,96,102325,277,182532583,294140437,50309315
755409,331,150427,1233,1477843,89422,45539,42,89734,412,171296350,276168867,50269666
659007,208,195761,341,1498680,73013,37485,109,63044,535,163637210,275782197,50279304
730140,307,448636,352,1466705,98027,47962,160,92364,1033,163245714,258674054,50398757
688872,194,177434,1792,1573814,116833,52225,78,111046,1363,164101105,265595659,50381185
716285,204,368391,1063,1533019,93008,46797,144,99905,704,161100652,254253296,50290791
712217,208,180101,417,1558810,103721,51575,78,111416,546,164726790,266760738,50270589
796506,262,140249,415,1717574,112201,61279,106,105891,223,171876363,276844683,50281087
834016,233,140018,154,1840840,115969,66306,103,106019,314,177844033,292509858,50280057
731022,285,166858,597,1552956,99969,49377,128,96611,631,162946022,266695363,50268641
755119,281,188313,614,1521275,102342,54203,116,120882,631,161070730,255903484,50268267
853256,290,221668,562,1603273,113914,56497,75,117491,223,174315145,275133099,50289019
751932,332,1116617,1310,1359368,120639,59202,110,120366,576,166559113,263403023,50430364
788529,438,483193,613,1306962,101093,48766,267,120161,685,168773888,261816154,50337943
803685,439,385787,315,1617237,119106,53422,135,117721,361,170106162,269135253,50268822
749697,324,205522,545,1646498,125429,61156,170,100744,396,176628239,290461042,50300738
783358,345,164058,335,1675439,106895,51968,129,111970,1285,166508067,264138123,50303605
775128,360,163784,218,1798856,110284,62327,115,117068,550,171947838,276232956,50335925
797840,276,170111,425,1745260,118251,57247,85,112337,368,171650397,273650170,50290251
779482,401,180442,271,1819247,83462,37731,71482,76602,2112485,171154737,243988574,50409497
11129598,23,1393,12152403,0,14796,16600,100745,43544,7377572,169894996,61884778,50378530
775018,354,295080,721,1350583,98946,48075,171,106709,673,167596491,284155666,50513219
740070,228,280882,294,1454696,104377,50323,122,101426,432,165852183,281725261,50435750
830236,414,379236,520,1309396,99030,49817,81,103301,238,167485597,272789418,50330355
811781,304,320508,404,1531269,108280,53688,88,115396,326,168369060,271839477,50307397
819029,171,219418,475,1644930,102534,57820,154,98379,298,173172605,286860977,50385668
865865,384,258291,705,1735013,99687,58280,119,92602,210,177775314,294009422,50296360
930844,223,358222,602,1523249,117336,63174,135,109507,481,186796869,302959254,50324765
938548,176,340655,912,1830368,105769,68450,163,103129,377,182813602,296070298,50275930
964775,173,1101010,1081,1460578,122974,60616,97,110643,415,186137559,306046039,50344208
1029728,349,236743,323,1861688,104734,72066,135,125721,377,189247825,314612664,50302054
1039068,212,228410,374,1852373,119435,78647,75,123068,783,188078027,309303070,50339629
975667,30,232114,382,1868063,101422,69094,154,101015,581,189797466,316722490,50298088
937038,121,231222,298,1822121,108886,76105,135,96565,399,190539398,321894787,50330080
906422,308,431339,436,1857390,93787,64076,157,86517,292,184014170,298787799,50305387
874384,356,310251,406,1914586,103585,63198,182,98940,377,188080775,307495980,50329503
944654,155,240197,245,1912814,100974,69448,180,105006,450,189554823,313381594,50364940
875845,281,225585,1602,1611182,106712,60666,167,135054,2691,168760119,248681794,50328001
855004,253,251152,205,1688290,99370,61587,115,102209,377,172530314,293974412,50307172
787880,302,268061,536,1620111,110098,61992,109,123922,929,166178799,270037282,50329867
802925,245,294507,658,1549132,121563,54695,120,105951,411,164699437,267024227,50318480
809377,312,223065,401,1574582,116891,55957,180,109668,608,165331718,265399928,50417009
815741,293,263147,698,1637103,102378,48189,123,104459,554,171427855,274862097,50322501
892272,214,236288,693,1745875,106454,61501,88,97272,318,174028270,284812176,50298325
826482,225,252163,1330,1714195,103554,50610,103,97865,431,172197692,290339476,50303708
807957,225,276088,763,1634238,128369,68521,116,135702,825,166821980,260202653,50336793
819939,388,325804,659,1691054,108074,53327,150,118339,1593,163850200,254727323,50297224
823962,340,388593,749,1599087,129278,63361,94,120881,261,172205510,280229073,50354415
826162,363,389658,730,1604054,115028,59258,138,101966,521,168886229,284536362,50309180
858096,368,401986,542,1507225,115562,58146,116,110737,359,170288825,272064866,50389378
854577,355,442915,504,1583501,112355,57370,106,105992,323,171057874,275596669,50338375
846315,311,348814,934,1573543,106701,55178,147,125452,481,169601338,274576965,50318417
812493,264,318508,430,1546679,118850,57561,100,110377,531,168737049,272159298,50287229
763832,251,246439,482,1502423,99137,49660,106,112831,216,168627597,276845142,50287676
799207,234,195459,435,1568385,110839,53928,110,109193,600,167504667,275854705,50310688
754014,211,176547,412,1516122,114963,58032,84,114396,462,166059748,280303957,50330520
807762,264,223482,1041,1566640,117507,58971,99,114583,1811,167369060,269795203,50325252
788559,245,206516,383,1515914,112200,59295,85,125584,609,163723911,269070245,50299931
763534,274,226342,559,1604783,109017,54864,126,109314,373,163057092,271048162,50269595
780117,232,257255,497,1590548,101100,55595,93,120967,588,168874106,275595649,50328515
852556,201,226919,245,1798348,95035,60014,98,97428,238,177580650,292578716,50303594
876771,138,195263,513,1872037,106591,71123,109,104473,107,188006802,313560548,50330279
887088,152,205162,167,1840005,116727,75721,148,110376,112,188199847,319121760,50312959
908700,103,199016,247,1773357,88113,63079,97,90561,120,189108303,323858832,50331383
851280,189,214801,404,1919071,103318,66707,128,84225,167,179864351,307882210,50288674
871869,181,190707,188,1669855,94375,62483,94,96898,236,174096759,293971691,50333886
836514,126,206153,345,1646169,93431,58658,81,108034,568,165932229,274495460,50293477
806779,273,221053,621,1600286,120562,55042,113,114824,569,168423130,274039334,50304619
796618,238,210410,303,1542256,109210,54026,62,120487,276,167702906,268555254,50330904
799931,252,191080,545,1636099,112827,54472,59,112746,389,169542641,270156219,50309706
805271,271,205593,550,1521842,129081,64932,100,123207,289,167912628,265277071,50300697
786641,246,228807,302,1458979,106650,53669,106,96464,201,168109577,269589545,50302702
799641,241,237922,507,1499154,113386,53686,113,106080,530,172481653,281468668,50271567
778395,255,253667,709,1624211,105919,53285,122,100056,311,166776854,266558451,50311381
792106,299,237298,770,1583751,147872,72914,106,130443,326,164335188,262804701,50279200
815990,235,208824,317,1502623,112358,51894,91,113696,270,164581311,269320919,50374851
750398,287,245651,321,1572713,108899,53032,72,111234,179,165440607,267104037,50313731
852594,329,221190,317,1661509,107945,55548,118,112270,456,173093671,279097008,50330066
786153,301,226372,576,1634744,116677,57925,115,102280,367,172118997,285817170,50304445
894198,190,181310,402,1641143,123459,71034,90,118069,393,180369162,289502391,50340253
845708,266,194775,263,1713134,89281,59933,112,101220,457,178302552,292235480,50295280
848036,222,262383,607,1803520,98686,56459,118,84873,417,175198399,290277305,50315757
775485,297,295266,536,1591190,103372,50990,85,102283,332,171729611,282383214,50297871
770487,332,247514,350,1661077,119948,59660,96,107034,230,168788504,272959896,50355844
856945,237,324028,2978,1487992,132818,55393,72,132343,865,169676574,263609475,50300647
803199,300,217041,943,1655234,98000,55502,84,107107,379,173985555,280080636,50313821
704651,242,238279,492,1625811,99442,44422,69,112868,637,171775299,287105368,50302645
764273,276,218202,269,1756414,89044,47565,62,77443,240,171952474,289845521,50382892
746748,248,226491,311,1678997,83267,51703,72,91397,575,171086805,285769519,50361770
782092,267,204671,1683,1549669,139519,64043,119,131991,388,169931259,268825204,50392455
806548,246,204788,1414,1629232,142634,64604,66,131782,418,172603306,278052109,50429506
868513,236,172127,388,1791205,108884,63839,116,109138,377,170911367,276375768,50335518
826943,260,213320,442,1685229,132196,65320,78,106054,310,174458542,294771766,50274674
835056,251,226627,303,1596297,111913,58672,107,117038,460,175713458,284289516,50433072
777234,220,204718,600,1746939,119678,66753,110,115076,106,172677057,283131852,50295154
785046,255,213753,691,1600719,109595,59302,84,82670,100,173989032,296079536,50333918
938731,125,245319,629,1890274,123391,68575,87,126509,229,188701857,308503573,50276867
961999,215,171328,282,1671126,85985,58748,86,95059,160,189281105,307326426,50307900
920221,147,215740,558,1828554,94152,59479,95,94391,485,175068933,283824777,50396446
917598,163,228543,470,1700298,96841,56112,98,104416,538,174157542,280475059,50349532
743372,218,187819,2835,1636374,124779,62135,90,138239,4772,169999364,245706733,50356398
863628,297,179810,3021,1606920,124367,61446,74,113616,374,180061252,279213259,50348601
908354,278,203401,293,1893788,98698,64377,134,106285,296,184413040,303484977,50300045
857694,278,327135,1008,1617060,136525,65570,98,110451,617,179777279,286861690,50328978
886508,255,227218,270,1872358,101570,64967,120,98284,219,185358370,306510657,50306315
913406,250,264767,1536,1596483,129913,57034,72,123813,497,181592569,288588598,50320159
959613,302,208533,186,1865407,104501,61071,72,104616,241,187234274,301556663,50301766
921980,217,217729,347,1888667,99396,62231,119,92729,172,188151666,315775879,50338928
783584,292,238616,2905,1626456,151241,60857,97,133391,736,185821148,309626110,50324892
732286,221,222572,202,1737460,86444,53561,81,87421,116,174089111,298341723,50296095
758975,302,227577,1613,1475494,121206,56699,84,111369,235,174660708,287159354,50269134
727966,307,240920,273,1721271,88691,52870,110,82483,381,168989467,280576153,50358951
741841,486,252914,482,1578128,122610,59690,116,121379,403,168622792,267467726,50436022
800698,315,210490,1369,1571098,124845,61694,116,167818,2135,162166819,247624943,50308831
714612,251,226671,674,1580914,123222,57491,66,119801,361,163022844,257266593,50307282
735989,269,224190,281,1597981,117229,67485,107,132441,691,172691552,268198677,50529316
801645,287,203865,290,1698390,119365,67775,107,126927,642,168597198,266055356,50372818
803194,209,199689,217,1675033,107623,63640,56,102782,195,178862403,299739453,50312243
757566,256,349639,1065,1614694,110615,55507,94,104647,170,174831541,289268277,50423225
739097,266,209737,620,1861186,96724,50850,71,97265,91,173560867,292209106,50331061
779774,272,197003,261,1804846,101117,52465,82,110733,2811,174805160,282894496,50295950
872766,157,202421,211,1816081,115324,63915,74,112701,250,186820885,310464002,50344454
860404,102,209649,270,1917677,97217,62802,90,108281,233,187498866,309938593,50297087
814059,151,193618,109,1816252,84245,58768,129,95599,170,187847447,317955429,50329081
783340,269,184165,257,1684199,116497,68251,110,111540,2329,177082782,285515800,50311493
879767,181,233675,264,1931919,97544,65988,103,105395,565,188477689,312035834,50335659
904019,158,230597,234,2056091,107078,69583,116,99642,247,187854060,314994065,50295309
848179,252,196992,102,1806512,101104,70180,144,107638,334,186585526,310250197,50360196
1069232,513,220096,355782,1625489,117821,67342,173,111784,449,184714404,288647413,50407815
10069156,219,84772,8707711,0,2108,50,213477,1964,13684926,186617774,52336498,50378119
741103,431,342868,1724,1558395,110172,57380,110,96011,575,186317350,314563508,50373290
849390,210,332252,441,1772324,81468,55523,110,91024,704,188649147,323302757,50324966
829805,235,327699,479,1881081,87322,58356,141,86001,468,187891319,327574871,50320641
795934,340,390857,825,1795090,85119,60621,119,92087,959,184736107,307873191,50327898
737139,288,378077,2987,1495125,127178,53352,106,119729,1481,176364458,284789060,50324810
722307,324,378258,2273,1527194,121944,51846,113,122441,1366,170573514,271165730,50363506
665227,285,329153,1750,1562380,124694,60780,135,130082,1363,168406844,261666842,50400515
772904,421,645643,1162,1493840,111787,58523,91,94654,427,186800649,325369430,50326972
819488,249,298951,786,1692229,114823,57594,98,124926,1918,176621212,270139123,50327029
869176,242,308688,596,1780208,99791,61841,101,98659,260,187457942,318205627,50318815
778714,259,301060,1534,1534862,120906,65278,140,111234,524,176595916,287217780,50309646
820995,285,355701,411,1756557,99353,61725,181,113278,330,185726638,300710878,50338797
784098,276,370349,704,1831381,95437,61363,186,88054,873,189040725,331800819,50323615
887194,136,288344,429,1807325,101100,69816,142,98749,425,188907105,316290555,50325468
912841,127,264171,488,1781643,111503,72281,129,102564,82,186333811,312713428,50308946
853331,145,247414,411,1767899,88659,57724,129,81869,192,189371064,324186527,50332614
876988,170,251992,190,1883163,86426,64510,216,95116,398,188687162,318925280,50296961
760274,183,358249,425,1770618,79942,49142,169,93250,1664,178801483,301031539,50342197
794683,362,541330,883,1665267,118008,56017,107,97041,520,185832199,315444443,50377679
776429,290,308781,380,1646523,84107,61992,204,85861,214,186051994,327464636,50364283
675467,246,254883,950,1508007,117260,56493,78,98348,254,182924188,310806869,50320340
767998,231,278972,552,1743614,118889,76416,172,113090,430,189163418,312795283,50302241
724062,124,276712,345,1714444,103001,71571,122,108545,198,188825087,320705585,50371711
752609,258,264066,162,1691363,99927,69551,106,99634,119,186802508,319203092,50300272
763547,355,303489,422,1695136,79080,55833,154,88727,213,188052175,319972523,50291496
767460,280,239377,133,1752585,96714,67014,213,95804,88,188947336,323506887,50301551
741466,276,255078,133,1704575,81131,61163,128,89280,56,188598516,327154025,50291236
720308,306,670246,459,1624051,86589,55559,166,97202,348,175161169,279492515,50306016
734110,370,356765,1085,1772882,114783,63412,141,104612,216,186798621,324123736,50272710
764378,173,291450,614,1582635,115874,69089,177,106278,389,188498449,312643784,50264233
737221,278,242498,100,1672843,102348,59317,118,99666,242,184098708,306127670,50300303
777596,92,249126,222,1849844,80879,59441,208,92464,185,188948316,319957274,50308768
710101,161,241337,75,1769406,77626,56611,153,87283,48,189072537,334549936,50291828
726378,163,260719,190,1733827,84582,58952,159,86607,162,189296249,327505641,50299271
739292,142,227516,134,1792853,74985,55410,126,78544,162,188968650,328830587,50305884
715021,159,235205,94,1691971,73283,54567,184,73999,186,190016805,334211820,50302722
724289,274,293702,215,1723319,81257,55684,145,83654,217,187994634,329314529,50292050
719617,451,303032,1251,1893315,105036,69003,229,103395,274,186585407,328045490,50307804
727313,218,264355,144,1621890,91308,62835,179,86057,181,173959600,292140061,50307686
635258,240,204323,177,1509054,67479,51549,100,94787,851,165255585,276490635,50410485
619874,338,224458,508,1466634,97346,54113,116,92253,587,163600314,262348489,50296501
626526,332,432781,1065,1320817,105561,44681,116,113268,3398,168090248,245832895,50335718
662147,376,559551,1913,1268655,109587,51167,141,107601,1734,166156988,250988759,50302546
683904,395,563611,1993,1404369,108358,46673,176,113697,2234,163079187,239154298,50304527
684630,330,521339,1796,1359101,103490,48572,172,107803,1115,170444139,252260336,50295723
752082,252,603342,2460,1350678,105721,46912,135,106303,2287,162667248,203965000,50288738
590291,251,280331,2809,1322253,108170,44826,151,95001,2764,160858777,226742289,50401683
585460,291,252509,2299,1498817,105924,45738,113,106849,2416,170427354,270467046,50310233
727331,243,311334,1948,1301315,99304,43212,129,100423,1721,172281009,257076266,50387120
725094,257,287401,1262,1431425,116605,51958,138,104029,2011,172473102,264744720,50316955
626757,264,210113,1191,1364928,92761,44013,87,110604,1812,167691077,257704669,50386777
617893,272,196516,379,1477955,99432,51494,112,104660,493,166485093,271551055,50302742
637159,308,206358,281,1617381,96288,51885,112,107984,484,168055088,276982275,50331749
650877,297,240388,153,1726440,90993,51440,101,92941,98,170808267,291846512,50316403
615976,262,219158,322,1787175,85786,55610,131,80074,49,170282828,298012893,50338648
731549,253,227942,96,1477279,103680,54262,115,103414,260,168688985,280496833,50329100
683361,302,225255,298,1508852,85832,54452,134,93256,188,171833035,285877438,50414665
660525,271,172306,146,1641004,73844,49291,119,90054,354,166979797,277268508,50271905
681710,340,347797,395,1613012,98636,52223,144,106908,640,170103884,274940771,50296366
700766,238,384913,2818,1474263,102521,46543,157,113110,3440,161254931,232053382,50438170
729594,330,339188,2502,1265026,103758,44535,91,100380,2361,168979956,251586755,50328544
676120,364,334913,2390,1323756,96197,40069,141,94040,1673,165454215,265919409,50316233
768751,345,414637,3155,1370814,124863,56071,110,136855,2865,166640256,227260128,50428015
762899,289,475839,2203,1487356,138715,61799,157,134444,1886,168288002,233792041,50488500
697625,276,538247,2350,1419460,128677,56380,192,127977,2260,168169763,243754735,50425209
728831,272,533176,2629,1477898,138124,59725,123,141667,2930,166258211,228740651,50554307
725278,277,376929,1547,1574582,130017,61295,154,114191,1566,171348171,268113458,50358155
710675,272,246547,267,1539695,99530,64666,150,106931,207,171346313,274314569,50328534
733792,215,246064,355,1675684,97842,60167,91,107501,226,172628278,277530580,50343359
703701,297,384744,1447,1618062,102388,59866,125,86683,154,168788480,276348333,50305002
705573,253,198411,203,1624856,104355,58798,117,112746,780,172203204,270259520,50305396
695414,243,241426,188,1699363,96769,61147,183,102439,449,174509726,284169161,50337818
675526,322,224131,169,1529941,79343,55447,134,76195,88,175289611,298818270,50295363
647586,318,197122,975,1408567,104190,54498,129,81589,79,175466372,297914183,50329651
661511,320,204693,251,1491030,87425,60930,214,96579,156,173933567,287778764,50315270
674125,249,204436,203,1683588,92812,61703,189,96842,183,173936353,296670141,50328566
700478,316,228955,188,1578208,84735,52722,104,81403,38,172670176,286967763,50296293
787249,173,234671,283,1789195,106390,61323,82,106572,381,170632230,280890455,50344746
766453,238,219898,329,1760619,103886,62591,97,98400,430,172168486,280170728,50356479
709698,198,209494,421,1460506,92547,46141,59,68611,519,172629917,293991878,50308192
718847,218,252142,211,1808066,96448,60873,144,84251,352,171383574,285459586,50261051
747519,277,226096,162,1576942,91475,63615,84,101185,238,173878703,289132163,50294931
736752,250,206443,164,1595159,90242,58665,72,100539,28,173380972,287584433,50313990
800336,215,175467,225,1731861,89778,57456,122,103457,135,176851606,294593610,50344589
844934,107,220546,97,1903453,104241,67166,91,109417,286,189789950,315621509,50294254
795792,76,251030,116,1958281,103794,63183,110,89338,270,189636829,322818975,50335617
854436,235,263558,196,1885590,89425,65775,138,107295,172,188952770,307945574,50297781
825540,182,253838,143,1863631,95978,64784,103,96870,257,187271774,309855540,50330130
888602,245,233330,227,1867843,105632,67611,119,113356,62,189377324,309953018,50323676
838733,280,270767,485,1712802,98551,65105,167,123563,1002,179647350,282199212,50354482
717564,293,242403,135,1712093,110913,60224,125,114816,358,183120712,312695644,50305422
713355,236,189990,66,1646399,92095,60918,102,99475,302,182729486,312199021,50334802
750534,150,236546,144,1633734,84087,60527,186,82099,141,188921648,327624398,50299044
727637,146,198269,73,1697274,87741,61398,118,82970,160,189941721,333194176,50336221
770532,224,246587,171,1806049,82727,59380,142,81727,254,189325099,328791194,50293568
705082,142,195903,113,1832962,85865,58012,153,88661,236,189901992,329144546,50329465
783874,163,350754,167,1873015,90553,64445,230,89244,129,189769005,317843178,50305446
700305,316,246360,232,1806310,95620,58771,130,78844,140,187947254,327343475,50330024
696497,198,250201,197,1837553,95404,63671,91,97464,74,189255322,331350305,50299520
723412,168,282495,2013,1524805,112553,51240,103,97120,52,188522494,324171412,50337281
720293,311,248409,134,1771470,94579,59028,147,96536,153,186461261,316463398,50302918
706899,191,235997,61,1785434,85646,59600,157,82137,104,188164105,325613702,50368563
786126,122,225036,131,1755320,62863,50232,66,59422,377,188760825,321711792,50311197
730749,296,225152,91,1695640,69741,54613,116,56776,44,188383715,337226811,50328252
757561,254,234614,135,1829606,92836,59497,119,87415,191,189263347,328306882,50307281
699631,191,201831,332,1666753,83544,58821,157,87532,154,189341108,320588059,50327146
703637,275,498463,380,1462761,101219,57755,135,96307,172,189080596,331597805,50302653
788961,133,302067,351,1690891,89397,62568,138,105311,396,188945929,317833369,50339102
749228,187,290516,302,1851169,98551,59900,119,88694,213,189843775,329101870,50329830
698599,276,264164,288,1721557,91071,58138,119,107990,1239,176789067,297353932,50327194
735266,226,340991,273,1760063,91120,55225,166,93006,245,187079143,325166769,50307622
709532,291,342455,388,1711825,86467,58728,169,84480,198,188124168,328279967,50331984
775122,85,290692,232,1720099,78314,53285,98,82163,188,189810990,330728973,50326850
688902,308,644488,352,1314707,89567,48557,145,85151,660,184883645,334810342,50376416
656088,399,270038,1459,1408477,104036,48472,170,98402,285,183098304,317770407,50269990
625919,313,196792,250,1536482,86004,51807,3433,100735,220189,181769532,311380592,50448444
13288175,73,952,13561253,8410,25421,22540,111398,46516,10107398,186340572,54182767,50379399
878563,316,222477,180,1734349,101577,60014,104,106848,145,185501897,310457391,50328448
860600,202,196232,140,1903630,89592,59423,146,94715,189,188486411,319716141,50329802
773479,386,229886,1962,1666078,103696,55497,78,93504,258,186740936,308061522,50331535
835795,426,240007,268,1805959,85286,55957,125,85173,172,187405346,315448105,50341272
807563,318,215039,70,1820723,90276,54860,178,82636,501,186090984,310014406,50333382
760680,189,220055,160,1790418,78053,51984,122,78251,106,188832762,324953388,50326397
821011,407,190285,267,1881267,85825,56658,138,79587,106,189115543,319622680,50331890
891077,164,205127,131,1896633,81402,60106,173,89800,157,189494569,313424723,50335020
804168,147,209498,418,1880747,75271,53726,100,75391,135,189427410,324537101,50358009
777473,95,225241,80,1874808,82622,53980,103,84980,47,189768113,328562264,50296094
753369,212,199267,162,1861245,87175,53624,154,90381,138,188387301,321983891,50338370
837617,273,182452,153,1810875,81897,57059,144,85946,78,189455889,317586275,50298710
742982,307,198996,219,1799936,87187,51065,97,99336,927,179526220,292670582,50324567
831000,207,201398,59,1896161,91341,59307,135,98011,113,187317335,313851897,50302939
854978,169,183925,34,1969266,82392,56730,94,100199,69,187997005,313239391,50324932
883867,144,193547,100,1930048,87177,62391,133,90339,66,189494795,309118538,50292805
858232,90,184825,115,1899831,88273,60852,145,87457,141,188395644,313470848,50328216
852908,161,190771,98,1908691,80965,59439,101,89398,176,189282937,317359297,50322977
848188,106,183039,12,1864700,91689,63196,98,88428,510,189689584,321113892,50326334
827769,228,177436,366,1991512,73700,56980,189,80975,464,186112446,310786345,50274650
751291,178,226452,205,1969322,91796,59725,189,95748,515,186956428,302937881,50364265
820798,152,148923,171,2052138,103784,66817,154,99630,203,188466053,314542498,50313272
785787,291,164584,556,1924783,115254,59096,98,111666,389,183371667,292166787,50327263
708071,244,222114,199,1919331,110451,65191,97,119914,591,181255508,283243683,50397358
756421,290,151908,341,1801744,103301,61145,163,85059,266,183181976,288252394,50340650
757778,214,191971,310,2048167,91339,61717,147,85015,34,186969952,316081105,50297643
800143,250,150473,107,1773345,94033,65300,144,89186,75,187721420,322548489,50275138
822563,250,139628,156,1625793,103968,71850,172,98530,311,188777346,320278855,50305661
829827,265,150111,64,1773326,83726,67173,166,93987,69,189560446,319790543,50333412
785242,216,197762,141,1707092,83053,64203,147,84059,776,190101088,301997555,50299468
754624,131,230087,179,2063832,92166,61687,97,101622,279,188013096,301409143,50335982
765631,93,205542,65,2018617,91415,62912,169,88409,100,190035321,306940620,50298361
696586,293,228747,550,1888460,99248,55658,97,106153,774,178401699,277782954,50330226
827991,259,187803,130,2072821,101000,68445,176,107862,84,189231018,296958747,50305653
777648,136,199774,286,2053507,82639,60614,138,91446,66,189040696,300546490,50329516
739365,165,206266,147,1979924,81642,63547,112,80825,59,189194581,304482222,50295665
770635,134,222360,106,2018798,86288,63590,153,87231,25,189970840,302551855,50339344
828444,88,194683,224,2056679,97605,63741,115,101416,88,189469697,307465193,50296547
850290,151,173476,132,1783462,96471,68009,170,100211,59,190193004,304812130,50338784
809480,316,148380,385,1922800,92892,64367,172,95694,167,189218830,314953978,50333690
747861,150,156944,104,1846436,78812,59566,151,78793,159,186065586,312202928,50330181
794347,209,142086,186,1636374,62939,53465,112,71621,417,188775148,322848182,50294309
743045,296,142998,613,1523412,72684,55676,106,72009,587,181841671,315511539,50504327
833425,376,147197,316,1671138,56694,58445,207,84132,486,186331227,320161750,50292202
790024,292,228408,3159,1685106,121489,63331,110,113250,771,184866554,293869117,50348438
745911,319,197824,303,1983969,84434,56970,128,79507,107,186460761,300598999,50299754
752636,185,174101,269,1955357,85829,60502,144,92012,234,188020232,306017859,50331289
752169,174,193663,126,2010713,90501,60920,106,89029,119,188361178,304253964,50306788
831503,82,184616,85,2125621,100682,65892,151,89508,324,188731647,313579264,50331400
764163,107,202668,208,2117687,88401,59531,135,87058,232,190460745,308387489,50318183
814216,312,196544,456,1915110,112057,65633,246,105401,145,191077329,326628477,50557312
744862,206,243636,755,1961426,86869,64465,198,73530,75,188540146,304186786,50320106
666271,305,212280,580,1816220,109399,53761,88,106962,333,175749525,274926635,50337305
718097,202,219463,198,1884344,95867,58206,138,73441,103,186523557,299460904,50307891
747107,73,221010,126,1998528,88084,64534,144,77700,188,189348936,314054559,50333375
750832,56,203492,193,1981575,82890,62977,113,82004,94,189215450,306462691,50306343
769475,174,201950,70,1995617,84900,61911,160,80350,195,189346447,308199991,50330302
800959,108,195480,56,1970807,81703,65757,129,81501,37,190069343,309969262,50298569
772368,167,210127,67,2027570,78113,64211,167,83033,138,190009575,307367556,50337005
746357,62,204289,79,2037917,75460,62526,181,86598,140,190167990,304518290,50297174
824561,151,176883,169,1992229,96186,66133,200,100140,271,186508926,295173043,50331718
867634,142,176059,257,1970092,100678,72522,159,115921,447,185952086,292337243,50311759
742439,331,153419,287,1859894,107126,63849,167,97933,1605,181086632,276729035,50332766
844821,393,148798,85,1734722,102606,70230,218,112450,272,187082211,306200202,50339833
846679,254,155395,337,2097842,83124,65193,195,94165,90,188887643,311240989,50342298
805356,242,160019,77,2045939,85226,64998,119,87618,239,186686482,307978117,50297877
747311,204,181271,446,1998246,88117,62859,160,80741,180,188839703,307852720,50333979
751453,225,187364,107,2040203,67677,59298,88,99252,323,182137637,289163978,50310171
810715,137,188408,330,1876809,92429,61507,195,85877,66,188375730,313225199,50338621
795504,294,168064,824,1918905,76188,62223,59,52582,53,186808413,323502746,50263542
792996,141,193890,252,2035509,113701,66140,116,113736,122,189947251,305567345,50340082
782229,196,191743,684,1939614,102239,71560,125,104568,47,186358758,298218116,50297810
713156,282,174779,1385,1696167,123031,59551,128,97919,314,185347458,313518746,50343945
769840,145,171742,166,1915328,119354,69338,141,108617,176,189798838,313423703,50299663
737580,264,177225,95,1967893,89155,62259,179,91032,160,189624532,319069482,50330474
783394,201,193232,225,1974474,87036,62906,147,75875,50,189735633,304032068,50305633
775043,169,153691,87,1740126,101236,68735,195,100796,116,190542585,312654229,50331029
