L1-dcache-load-misses,iTLB-load-misses,L1-icache-load-misses,LLC-store-misses,branch-misses:u,LLC-load-misses,dTLB-load-misses,dTLB-store-misses,L2-store-misses,L2-load-misses,cycles,instructions,ns
1211729,1484,146270,189504,5812150,65317,6370,1156328,149623,40549,894949276,699227544,350203424
3605922,1139,295724,490789,15257732,267392,83664,23071,422242,237614,968565412,1261129100,350582119
3788498,428,157863,261954,8815458,268297,113682,466224,172009,301010,974492965,2077237350,350506791
3527429,461,45014,8909,3500293,354542,268193,200893,5120,249105,969715483,2590020804,350517514
7982970,1047,118883,20211,4961931,1679200,1489563,44076,31452,1742611,839532285,1178376652,350527247
9601692,1143,164659,11851,14537756,571212,646807,17238,14175,599624,963612685,1550797084,350543503
8772111,1202,262328,19150,11837927,724251,630315,19895,22088,662721,972526133,1688315774,350537741
9792670,472,163630,15745,11733929,810366,803903,20221,14694,792517,974208469,1651658575,350528751
9671871,1829,265482,38192,10808275,1120695,966966,23977,39617,1119524,953801372,1482358505,350508729
9852796,2709,214249,43524,10198978,1209680,1000935,24671,31815,1190962,949477462,1510860060,350492881
10042919,1313,173013,25405,10704267,987004,978685,23397,28527,994122,968588192,1610335263,350523734
10031635,1345,228343,31158,10435770,1174535,1151861,24914,36794,1163218,962868590,1506563334,350550772
8703181,2736,283546,65254,9264451,1503429,1072195,23542,62813,1369892,914415103,1282263723,350555325
7266845,2956,315091,88973,6735709,1546183,831852,22980,92921,1496872,809705265,983316308,350941724
10245536,2305,207506,47615,9911011,1376701,1287396,29883,41477,1351775,954466240,1430290743,351108392
10191254,1666,164550,38189,10741218,1353753,1361726,27534,31501,1366230,967575361,1421377463,350597944
10533420,699,165190,40968,10766845,1329030,1356077,31554,42549,1268103,974326935,1508238649,350516471
10339517,675,140336,34142,10429252,1419243,1294308,31259,43563,1436236,972835081,1440380633,350545808
10034411,1123,136541,29932,11563774,1466905,1381717,25213,34306,1543984,969309460,1353168600,350531247
10946640,658,123209,24079,13134753,1392899,1302688,24361,24593,1370284,974356035,1308685638,350518015
10970928,1045,161086,26901,12818097,1514893,1334813,24406,27976,1327447,969413932,1267044639,350565753
10931329,833,110871,24159,13385570,1348437,1166874,25185,33228,1257968,973560067,1355206310,350710763
11037761,1516,146210,42745,12613991,1744551,1420171,25569,41714,1802979,959247027,1163400211,350705235
10423586,2020,266187,45144,11405084,2217838,1611922,26927,57365,1968663,947136161,1182435396,350715008
8308224,3129,366899,123396,7739245,1450849,858843,28520,119121,1693133,893023360,1027998840,350684308
7919739,1563,306814,70572,6725261,954070,111352,8274,67093,943907,803571797,911688856,351294464
9876458,1897,257396,100486,9924143,585995,196376,12722,84942,526638,942647016,1759348601,350502203
6020971,1335,355226,132648,4022787,1032993,174792,10169,146763,1034655,782274943,905394942,350477732
9097064,1637,223706,117856,5897193,841310,154964,8423,111510,805848,889544627,1504566555,350735536
11161612,1290,118470,68784,7111376,424233,162671,9766,55002,476274,960101099,2060793193,350575493
7581410,1788,260051,115158,4152756,1120395,177820,9698,115555,1142796,800247509,979103372,350587497
7617676,1470,254276,136995,5264132,1195291,247441,11196,140143,1215848,833093097,1052832939,350523936
11056728,1813,117074,61533,10013019,749519,254341,16132,49892,610340,957083296,1647706327,350718588
13464268,1837,250525,132081,5624539,1070637,373399,15609,115750,1160942,950967527,1497574716,350619732
15139905,2181,173276,113595,6449945,1205622,335491,16577,121269,1216550,942324147,1641249192,350672263
9346758,1984,262111,126276,6415737,1174314,248056,12066,116410,1194186,867235784,1182131591,350730970
12975618,1992,240521,90244,5119390,1137505,267317,16332,84392,1262065,850764854,1218550905,351411069
12439260,2070,118900,75051,8849527,1073872,411780,19328,71698,946250,953444465,1679171201,350633364
12149940,1922,156112,78343,8250153,826788,245587,15290,88374,957533,948695808,1655074091,350594156
15888490,2151,292555,136740,3613542,1103110,230866,14022,130756,1114282,940125642,1738359295,350580058
7887185,1604,309856,129109,4280064,1135990,278379,12598,137416,1162308,811010580,1066946332,350650056
6380566,1003,375558,103092,3154205,1159490,225960,10514,99900,1134560,763110363,864083609,350632926
9762794,1328,267758,72283,6176673,1317409,446314,16408,85349,1286517,851753328,1108348395,351261398
11225058,1604,301640,65879,4564806,1170284,283063,11820,63665,1269162,787914923,964621641,351304538
15409884,1887,161641,71710,8502839,1104722,520366,21806,80572,1115832,957417478,1520782781,350934536
11547357,1587,152798,49820,10031892,1335337,933045,26018,43165,1458710,959640291,1436030994,350516454
10950586,1853,201342,54203,11702331,1905433,1548898,26778,41707,1974061,941499450,1124821350,350511116
11411384,1564,138553,56416,11597304,2099892,1611259,27785,61362,2176066,941685868,1010177350,350682348
10934963,1680,214542,57863,10753916,2270545,1719070,29916,52760,1957090,942057119,1106178658,350722496
11335418,2973,175721,61240,11064643,2484767,1737748,28023,63891,2549671,941764690,913099016,350699049
11207196,1931,160514,55812,11535947,2166415,1663762,27019,33441,1885238,942382636,1120728609,350703811
11207820,2433,229891,54703,11089667,2433906,1736258,27395,67859,2298028,941693507,986733377,350712478
11538573,1550,141641,53473,11725051,2185141,1673852,27620,50899,2251530,941978075,997400216,350685373
11471917,2891,154016,64483,11508108,2504113,1815252,27530,63789,2437872,941719112,920498365,350650443
8661414,2529,347060,75922,8682281,2256658,1333062,25889,76532,2216766,845502995,723982506,350681017
8019477,1491,229630,82633,7719816,1938314,1164789,21372,65961,2005781,771105556,698602519,351047168
11258695,2658,191202,54342,10946545,2424368,1751612,26984,57026,2498012,929562982,949713976,350561864
10944176,1941,231225,58351,11850601,2065109,1637104,28905,46099,2052692,935289061,975322809,350775864
11800541,1443,126706,52885,11375101,2066184,1610649,28139,55663,2349008,943429655,960480964,350709785
11844869,967,95204,64380,11442551,2428759,1845384,27647,59823,2293469,941905845,938365415,350704461
11537904,756,107060,50531,11596114,2399377,1914892,28802,52873,2104416,941766452,956518825,350702528
11695601,786,90086,86509,11465420,2403129,1929654,28005,73773,2441916,943745264,1007370390,350698587
11670876,1023,66923,95517,11440609,2208338,1792146,24080,90370,2394946,943669777,983078759,350684177
5414270,2532,406417,149939,4649785,1657894,745956,24290,153146,1781020,666621504,453335507,350708478
6400394,2129,391743,99856,5452286,1641594,773194,25272,102902,1876795,718119491,561115471,351032153
6881457,2195,175867,95151,9553287,744614,342172,11750,89699,765066,894145880,1582564093,351574160
7946494,1609,218805,116260,9691245,1053301,502202,11964,120417,967292,898703407,1216628659,351078568
6339239,1143,333515,126190,4883503,1223666,438443,12518,120749,1275528,746583943,695851918,351157666
10073649,1349,116624,86454,10566710,1221569,811103,17486,89265,1020009,963682361,1655938637,350520778
10031136,1221,55243,65524,12766081,612847,349873,11812,57526,900471,964778540,1635965574,350536869
13465290,1602,99885,77306,9772726,1455775,965125,17196,69503,1279618,961089567,1532560578,350527274
11991544,1610,163192,116350,10938674,2315527,1818999,40185,123708,2414853,941387289,1025824610,350690117
11009971,3378,134063,112278,11420182,2249874,1665332,25770,108553,2259616,942373157,1045977886,350705584
11792913,1408,84640,102218,10959943,2573266,1835891,27929,99167,2432938,941944573,1029239413,350720073
10905756,565,106339,78456,12912746,1838432,1414364,26605,107566,1975939,948683167,1114909032,350729369
12981545,508,51369,120282,11387394,2393037,1978230,24942,111132,2354070,948475639,1037648738,350688377
11338719,869,96955,1466330,12431307,1936317,1667837,27136,146835,1863612,946808521,1031125609,350704228
3641385,845,287374,495846,15129382,263684,71856,22631,429334,229040,972711569,1199175571,350701930
2029238,1117,37261,120830,2915267,141139,54995,1067164,71231,115470,970790527,2127491582,350735169
632203,216,59641,100802,10239602,106683,7458,682568,65257,28349,974073114,907218315,350702134
3468926,599,45965,195575,4602925,424030,112143,454137,21478,205460,972321244,2569805520,350721225
8354211,709,110658,31158,9738303,1607365,1066178,28675,29287,1578808,957672361,1247711099,350732638
9417510,1098,110286,33897,8334979,2386829,1801262,37310,33895,2385499,926428460,897441413,351098333
9727862,1543,112900,35551,7133480,2827284,2194054,43379,35833,2759630,867370216,761302283,350705883
9951538,667,74860,45866,6666904,2974958,2448065,43262,63612,2973619,830915229,693103179,350768939
9897634,2573,57453,136386,6502876,3046379,2510392,40017,129541,3032437,809607028,669286648,350839461
10039459,2522,45421,130717,6484116,3047006,2531896,39778,137635,3024765,813611723,672078078,350781661
10347347,2096,40420,171967,6483767,3056748,2525404,39420,134121,3052135,810534347,666231307,350788498
10084283,2150,43994,143014,6527457,3057522,2544100,37252,146022,3154292,812346004,661459123,350809886
10063085,1165,34739,143540,6467292,3035291,2522979,38231,146872,3016587,806303856,663827934,350781424
10067764,1833,31653,145642,6502105,3057737,2529604,37424,142372,3044639,808610181,666157536,350766492
10205040,2043,37110,144717,6557673,3048271,2554940,37481,197196,3186206,814325422,662335239,350762241
9970777,1416,43345,146657,6466605,3055978,2513277,37461,141463,3060534,802922408,663712342,350579685
10048562,978,120709,141443,6540542,3092008,2542381,38900,145782,3067511,814683785,655322854,350616463
10131128,685,35496,144266,6509615,3051874,2502453,40413,191035,3135778,817354338,656964716,350593248
9946664,744,34330,145887,6476086,3028088,2525834,37675,143763,3019412,802477981,660983062,350615598
9996933,1015,34626,145352,6470207,3063904,2527956,37579,151151,3044829,805017356,663198190,350781715
10101071,475,34381,181848,6385995,3071032,2513337,37329,145938,3103765,818368843,664248012,350825888
9917050,687,33645,145734,6494029,3039885,2545020,35379,143764,3066727,807185843,661045426,350765695
10022850,1355,37851,137904,7136697,2947390,2442275,30250,140846,2951671,890601457,851937532,350749201
10534671,697,158312,155256,7246075,2951378,2437029,33614,145524,2956520,901423253,838716296,350817675
9931901,371,31635,146725,6444220,3045378,2541025,37396,139423,3049542,805263406,660173787,350786392
9943471,1692,95604,143989,6457168,3039819,2526061,37510,152504,3018250,808428592,664775258,350897680
10000883,1515,36135,148024,6520512,3110537,2514763,38517,145808,3047927,816657410,677801695,350791678
9941389,2309,34825,147685,6498436,2999884,2504519,37549,144979,3023178,809462990,672334925,350811796
10120292,1802,92604,144876,6606779,3083810,2567216,39499,153366,3056719,826742004,667312342,350811678
10400346,1839,35478,148249,6548152,3089532,2545684,38886,142732,3132876,822571958,672436317,350831109
10290867,1041,33648,145435,6606937,3091948,2570900,38672,142871,3118237,829688568,677569748,351450032
10244134,2132,67515,147236,6610782,3097848,2576038,38962,138396,3037795,827112644,662342522,350692357
10161168,1713,39296,183847,6479646,3138438,2537776,37079,145676,3049840,817286573,672727768,350970194
10130700,1934,32667,147640,6564198,3062922,2545907,38362,146752,3091359,823448576,673378263,350848912
10190136,1992,40109,149453,6629401,3073994,2545723,38769,145604,3086702,831833237,667339336,351032975
10343841,1989,34148,179337,6514311,3066910,2537368,38961,147275,3035459,814549533,668284600,350872933
10115085,1618,30703,147490,6554231,3066003,2553845,37653,145669,3071105,816245850,670107435,350933286
10115217,1816,42608,144363,6452816,3080639,2535109,39105,148231,3110983,826893794,669676306,350896683
10066754,1455,36301,145871,6511771,3108881,2528652,39668,200638,3066974,812430964,667141315,350916825
9997250,419,32973,144343,6468936,3054397,2534433,35978,145721,3052323,804103613,660747749,350857867
9972211,1723,66855,144422,6433702,3086670,2560651,36753,151416,3096161,815969766,677264927,350771981
10241514,770,36823,172450,7349366,2926970,2449616,30231,133125,2929708,910085969,881512617,350798499
10329222,611,35246,142237,7303401,2973160,2456560,35280,142821,2984217,885747321,801661616,350755730
9887441,1534,95398,142224,6407252,3188904,2524155,38034,145660,3176692,811865252,653909379,350874117
9922264,2925,98820,141555,6326723,3232965,2449109,37731,167161,3330277,798197633,640987848,350906846
9794752,2422,150873,147346,6441891,3236216,2477226,37792,146251,3183910,804203607,643308818,350792826
10094024,1686,30003,148369,6607570,3042264,2536572,39214,143682,3067507,827011004,682555603,350735281
10076599,1940,35783,147934,6533319,3052912,2547267,39706,147343,3071555,825850160,676328164,350763354
10196990,1458,69993,182146,6524288,3146115,2545348,38890,145054,3047709,827311178,663188950,350585471
10077319,1815,56619,143006,6479420,3100835,2530496,38527,140722,3066100,812832591,665625972,350547527
10175903,1994,35550,142877,6530915,3063477,2542735,38286,143908,3071538,817926929,671336948,350585738
10413836,1699,38214,183466,6559625,3108120,2541736,37891,142015,3092796,830421594,663132757,350536869
3482107,857,34611,197495,14346933,1144286,798142,44888,2008158,870212,920224364,925344356,350682910
2238011,380,42781,351841,19507516,54715,4110,4534,524415,169950,971576104,1037370044,350509684
1231675,415,57635,256406,19367864,129017,12209,4913,270339,78812,971204646,1018000091,350508523
752140,244,36407,318923,19199111,104536,9271,143520,72138,50711,975882215,1027149827,350556306
2844763,255,9889,1267043,1165,10475,14570,228525,0,130119,530593634,1667161254,191481360
1497845,2130,739951,116859,3266485,149072,16356,996667,182532,169801,1261360371,606257864,500103997
5120913,2745,1136577,610711,21141245,579849,160271,30935,571963,495228,1346138666,1610267341,500720984
3854754,1000,182395,112221,4549575,254746,100273,420511,175508,239860,1329251128,3266514276,500878578
8044635,3882,280941,87918,7842189,1655547,1364172,127901,43897,1618994,1308543530,2063864320,500649865
12407679,3777,322730,77947,15635291,1603945,1242113,39008,107682,1649085,1273902170,1986159217,500597542
12119520,3742,328159,50017,16660147,1303067,955366,27951,42728,1348088,1359620173,2221869920,500515614
14007506,1891,245176,28026,15665261,1377012,1281090,32681,40081,1471874,1380866669,2223298929,500693599
14806335,1158,243677,41371,15479934,1414959,1502689,37713,29112,1416750,1391201982,2290319338,500704896
14684211,1106,215605,35395,15528231,1473194,1516224,35206,39771,1456530,1390434911,2323748355,500738209
15103091,796,213272,36000,15519769,1588839,1727311,37492,35580,1636606,1390501079,2219593824,500715173
14651098,3257,308401,61990,14326764,1921973,1818522,40439,61379,1948763,1369941422,2072609050,500714902
15099250,896,207575,48277,15902081,1892158,1969706,41364,52112,1957796,1391473197,2071918665,501746269
14822665,1208,217166,67447,15457912,1957727,1901731,44734,50064,1880297,1390015262,2134334258,500689165
13629579,4606,331417,77066,15240001,2440701,1766062,35532,74749,2556673,1343344116,1745706867,500712539
10580262,4328,464231,131855,11780762,2605355,1219320,30133,133242,2404630,1199958726,1172820794,500702504
15044288,2793,193912,54457,17889042,2105520,1687737,33726,45498,2017561,1364956520,1837753367,500703852
16196912,1393,220914,45491,18364805,2522804,2108121,36496,48266,2444686,1383889379,1634428371,500725063
16035046,1190,181941,57648,15843989,2566068,2241535,43499,48890,2742656,1358622266,1671850587,500722296
15614169,2841,460493,108317,12571643,1356241,378393,21324,87536,1347178,1339469653,2001353854,500699692
9454220,2601,390511,188780,9403978,1276948,234334,14263,193989,1266533,1244155143,1771933117,500803502
12883133,2467,251505,185259,8216609,1205767,276226,14081,175474,1242176,1310805322,2245731127,500699471
9284120,1907,413248,183183,5826378,1337222,228776,11546,180626,1322893,1182752590,1567723881,500689866
14506727,2192,352365,128344,8862386,1247619,358641,19307,134362,1200727,1270205897,2108689631,501045748
13822850,2307,254072,103413,10819526,1331690,350003,20673,116280,1192676,1230871629,1917549494,501388624
23653337,1682,211819,88265,9343704,1208415,517632,25480,88487,1195780,1380375918,2575607385,500515597
21661814,1473,113132,51965,11995053,1123561,466222,24843,40170,1037475,1383229326,2634195642,500722956
10825110,1316,661825,107782,7290993,1769185,547071,20342,115013,1720622,1130460302,1308589300,500698685
17597592,2036,255372,78683,11223555,1162469,388352,22885,98880,1235852,1319453385,2283073621,500813782
23066440,1959,157082,55377,8040895,1194806,442752,22818,63642,1140969,1376898437,2805784009,500522901
22623494,989,93482,38151,11392200,1153624,626681,26106,29770,1128295,1390006097,2586728202,500713593
21839020,1002,139638,53788,13699305,1284531,773340,31198,62791,1287836,1389325494,2373716535,500739183
16397945,1397,201605,67516,16763501,2456882,2020526,39399,53823,2589480,1371614904,1743257920,501288443
16365733,2661,207872,76097,16092943,2881769,2402735,42611,68319,2979642,1348886917,1470817747,500722071
16550426,574,157956,59238,16745501,3000780,2524656,41234,53925,2894117,1349238107,1539947135,500718808
16454745,1132,230243,63341,16143020,3100233,2440951,39603,69025,3042031,1348143255,1547399785,500701556
16988161,741,137799,55583,17220245,2888848,2453456,40531,58842,3134057,1345451591,1402050590,500707082
17026057,740,213062,69976,16875409,3186247,2515609,40765,52144,3134681,1344899878,1401037157,500711147
17145959,526,142935,70776,16857040,2918562,2402482,42632,60651,3076991,1349864458,1447612276,500706139
16358783,2258,298432,63494,15992046,3232656,2548651,43170,61874,2843383,1348241122,1527039491,500707891
16880848,873,147155,67963,16538376,3200983,2558325,44244,76069,2908500,1352950379,1484997178,500709924
16831775,816,153489,72684,16851041,3444071,2831586,40034,68870,3108433,1344368376,1348960295,500669782
16807759,970,128992,109054,16459670,3187942,2597429,40742,95310,3279351,1346085371,1478974048,500722054
16432494,1332,90992,127836,16056978,3309772,2666099,39097,137205,3100597,1348946044,1531970745,500710256
12913445,1437,71335,83545,17021901,1440606,1065168,22180,90869,1468902,1384952934,2354414317,500707628
14865626,967,77482,93424,16132544,1623714,1103914,23445,91833,1396995,1389460052,2413777074,500717592
14444448,880,53806,69902,16945766,1107281,716380,18545,76617,1010806,1391661337,2583367206,500746530
18321195,880,135626,113025,15590165,2318087,1887459,33128,102906,2394434,1365259992,1957590380,500694065
17114649,705,73101,144952,16437437,3109590,2594327,50552,142269,3175340,1354562142,1535473683,500704359
16662797,1540,175170,139940,16274796,3245400,2586687,41476,139406,3310980,1347161946,1390867947,500704637
17257209,808,70959,138684,17386274,2899318,2404964,41225,159528,2748046,1359776842,1628662168,500708539
14014810,1112,207330,1666941,18855695,2382376,1859954,39088,307527,2327955,1358965446,1447025769,500708518
4442141,1494,240392,681209,13355381,342040,105441,488321,386901,283501,1384383987,2768620720,500695887
760472,1080,91466,200671,11082037,214762,11308,1222670,77810,36943,1386292967,1208620090,500494576
7935565,987,103096,98079,8500123,1112141,626794,437749,25612,1002539,1387453798,3141832681,500693469
13135408,1379,152968,45721,12371589,3143355,2323860,53275,44730,3083883,1337721584,1412770493,500685320
13836544,1070,146162,48612,10057273,4005507,3193704,66417,51657,3986849,1222566932,1053671700,500706107
14052131,2396,106142,145462,9170311,4410159,3513859,64729,153551,4363463,1163703859,953144992,500800018
12352703,3078,328670,165662,7712581,4242870,3042738,62074,161318,4380719,1118558847,784972745,501147979
7572848,4721,583711,107950,4403824,3592167,1808320,42591,109701,3477676,867711366,418032330,501124467
8492869,5123,485796,128886,5511129,3758155,2082294,49595,126833,3808614,913743475,484448369,500792747
12196197,3995,276478,172744,7638700,4238280,2998467,53307,178187,4268426,1056194043,772519960,500717002
10350605,3906,373748,150974,6583269,3986236,2614690,51178,158315,3888693,999026993,640175387,501103432
8422179,4050,481109,122951,4929674,3586039,1956987,51273,177769,3455616,886223537,464129845,500858766
8032886,4873,484664,117636,4543158,3452273,1803362,43968,128870,3655338,900769430,473563532,500586527
7319019,5413,539504,116710,4098216,3351111,1674675,41812,111970,3439010,851973248,407723886,501300861
7401808,5340,541729,105903,4297698,3634937,1832922,41983,121345,3649575,843424909,428555796,500990157
9284670,4409,339953,137220,5379658,3629089,2187586,46344,128789,3662178,887038736,574638473,500920572
11150023,4554,254192,203099,6828846,4046251,2728984,51727,160157,4078495,977056002,697127797,500592554
10907858,6809,430008,166081,7026238,4683833,2870916,54158,163383,4762078,1115377716,679398977,500788277
9029184,4935,401071,139004,5257724,3837182,2139557,42536,127513,3832635,911180807,545685131,500662720
8813275,5507,373864,180856,5283560,3887031,2237331,53320,134797,3893949,912449481,530818275,500873895
9568485,5751,281163,154192,5948210,4051037,2361249,45603,133271,3979756,907852423,577752413,500753110
11770751,4851,405460,169122,8039307,4156159,2916587,46531,162189,4133609,1080860450,900623443,500644009
13761709,2318,108528,221496,9582289,4178727,3252542,51717,191713,4196473,1228062331,1094299011,500643494
10237384,7764,376757,150346,6377962,4263933,2631057,54597,165111,4205157,1022632591,635285688,501089040
14016051,2696,89756,205024,8989566,4470206,3489972,59886,201409,4501836,1136812921,923968570,500836346
13895474,1665,74248,207492,9109775,4375842,3501536,59554,213306,4371904,1146587285,940499978,500862891
12822139,11010,514020,183539,7565279,4873311,3082566,61416,180976,4823666,1194665441,778349106,500768852
14036319,5729,173277,195202,8746319,4710534,3453197,60156,197864,4781565,1152353771,907895828,500782008
13749593,4574,178755,197768,8706885,4552737,3421578,58328,195219,4547504,1138753739,894195947,500786500
13201978,8560,494331,181649,7898610,5020716,3175889,60590,251571,5146337,1261326093,821453141,500825307
13299325,8117,301864,191594,8279085,4708335,3297980,59026,188941,4718886,1160996439,851499196,501080339
14028006,1644,77166,204289,9069638,4440098,3528602,60135,204183,4443594,1147239698,932182875,500621923
13563410,5277,175919,232318,8555142,4538534,3389623,59161,194153,4508442,1118215957,867691337,500621348
13543562,5105,162989,199509,8709205,4604545,3427938,57746,194765,4592049,1131218484,881375550,500620169
13952864,2459,86883,240756,8930403,4590326,3504785,58824,201723,4527605,1142318662,921930073,500526321
14033371,1612,71389,204292,9138759,4393107,3570381,58668,207624,4475434,1150197901,942524414,500559596
14101712,2579,100773,227032,10406344,4312655,3355880,44987,191749,4291402,1280625673,1246160972,500666133
14130023,1473,58383,202645,9026309,4519837,3569272,60436,203889,4441156,1179464541,970381994,500549604
13991324,858,56733,241579,9102177,4319726,3557292,60284,209632,4284112,1146048207,943384507,500802652
14053444,1907,71903,211437,9183719,4374099,3542483,60134,208152,4313119,1153352823,950756734,500809240
14317940,1174,45678,239866,9164596,4281949,3551234,60977,202182,4281796,1146809412,943714674,500825219
14147367,1650,53701,203939,9165586,4342319,3573943,61661,206486,4296889,1148561486,943780481,500798488
14274778,1364,44126,202638,9160442,4306624,3566087,61070,197185,4305009,1147783942,940857033,500599913
14379962,2014,70798,242634,9207842,4374609,3588077,60354,207257,4352880,1154639160,936837375,500572814
1937765,606,46987,480212,26923770,293250,95433,39330,2186682,94144,1382776379,1471567015,500595722
3272274,542,57105,542740,27736749,116088,6412,6806,681112,209246,1386485109,1506096592,500717692
2709760,584,37841,102670,16207484,130044,33979,476860,1129036,86810,1335776883,2578847757,480536488
3713130,2319,498109,486372,15338249,256064,53118,1082573,460985,227516,1639385159,1562250635,600120344
5629786,1282,235052,370728,13812378,434680,183207,513462,318244,385130,1664691059,3903980128,600820380
11698624,1445,187099,31580,9365017,2024768,1879837,79318,38999,2074856,1555763619,2628563286,600542784
15910616,1988,349777,26039,23042717,1084592,1115773,32221,28203,1146475,1659110593,2706424367,600646147
16733273,1654,276926,29861,19902273,1444943,1456804,37173,32356,1462979,1665981230,2786123297,600861264
17562977,1307,286087,34434,18790568,1669917,1771486,45060,49922,1687029,1664978357,2688079338,600638946
17587417,1418,273737,40672,18329018,1761094,1832028,42057,41316,1721444,1665135474,2741623595,600669854
18045737,1206,257180,43568,18532577,1953335,2163771,45562,44440,1975481,1668982360,2645368943,600694643
18123561,1381,268455,58500,18289091,2250954,2374236,48012,51799,2199738,1669686747,2523439091,600670611
17768363,1540,241228,66995,18295613,2218543,2307478,54216,62563,2188214,1667509655,2575361327,600692230
17883517,1657,294129,46999,20093074,2620181,2384207,43032,52768,2522810,1663728673,2321048869,600708868
18756985,1598,259551,51650,22916300,2124381,2012865,41353,42165,2488476,1665685680,2126629523,600694023
19123701,1444,214895,56146,21796522,2677807,2224052,42363,49088,2531377,1658039725,2170992021,601337385
18696438,1579,224796,61201,18893025,2760422,2339087,47766,63249,2995873,1635621474,2098518995,600733258
20195957,1014,144060,21785,18742000,464919,250183,18936,17220,447637,1671951558,3234991460,600682470
20732546,1302,92134,29252,13385879,531774,274438,17531,36526,580492,1667012035,3767107026,600677687
20606750,1614,105661,26076,16465112,738810,465639,26858,64643,839700,1662636980,3184766079,600695190
29313208,1111,100506,65038,12053321,1177155,554935,30963,70781,1301675,1670201140,3193169614,600725203
26473327,1783,112718,44540,14506270,1215549,562122,29721,45774,1253185,1668854380,3130145879,600468162
23058007,1464,149643,46061,15942594,1079548,595478,31536,45617,1080450,1669438721,3220327251,600488257
27435009,2169,98310,55727,10582378,1206046,480955,25986,37126,1144552,1657800783,3532243263,600544879
27780576,1321,154346,58633,14847317,1484306,807884,35792,58028,1529971,1667322891,2907287499,600472495
21976513,1759,200999,62769,18172272,2270058,1598309,43018,70111,2181009,1649673799,2555474083,600498495
19509569,1645,222606,72113,20045694,3428788,2840672,49889,76856,3424290,1621745899,1884308619,600515537
19617989,1193,215869,62991,19918689,3581874,2976473,51486,71892,3618503,1617070180,1807801072,600551174
19827508,881,194937,63180,20280865,3398337,2869172,48829,81327,3615680,1616081586,1784819803,600464218
20358273,967,166595,69912,20424364,3726872,3035858,48174,79035,3851930,1612855551,1650175140,600515656
19692045,934,175024,80616,20582188,3619269,2866799,48101,60379,3289709,1617693799,1843262593,600735458
20392506,754,178744,71861,19595473,3941629,3228757,48521,74093,3765400,1616374717,1745324837,600773571
20038819,1008,196188,84862,19869052,3697158,2994783,50488,73808,3462967,1627579600,1824588824,600670932
22186401,1119,158265,94645,22159254,4388938,3528838,53896,84816,4041413,1769315302,1851913491,658636591
20276972,901,96528,157776,19570839,3999561,3339963,46916,159471,3989492,1615672317,1712086057,600704993
16864986,1087,78192,115170,20261790,2056857,1605524,32931,112228,2105171,1653418361,2660043171,600696190
17653982,1643,77466,129959,20372597,1724234,1211972,25563,118990,1777591,1659928031,2781389563,600693419
18790068,1180,68649,84869,19858209,1202794,679127,19275,80877,1031515,1669590980,3104968970,600726491
21044848,790,83964,158496,18350031,3494959,2791461,56061,161152,3628593,1625704141,2001255794,600690253
19682254,1343,86467,149358,19568374,3911012,3354289,52150,162762,4007007,1622983207,1799514006,600637979
19662908,766,84883,174467,20375559,3457498,2881425,46249,150004,3514129,1631980965,1906810200,600602504
16815245,979,199472,350244,20096413,2581683,2173213,82947,746060,2877895,1635199855,1695454878,600589412
5244167,1657,196785,585979,13161810,220142,89950,755048,472258,324623,1669231571,2965687865,600658637
3525849,488,101636,297796,13676340,411124,52594,1024749,106215,247361,1667144119,2708134408,600727956
13221211,1503,167754,44486,15027315,2744776,1834180,75130,43351,2704620,1636670615,2371070625,600508835
16489292,1057,150204,56779,12514640,4675503,3607870,98669,61615,4631968,1508975169,1333444684,601086512
16940323,2220,132605,162218,11125692,5237953,4216556,94818,170589,5132662,1407334062,1164630295,600622008
17028388,2084,69748,224068,11010457,5202951,4259180,93359,227539,5187691,1379108611,1138320342,600610775
17033937,2468,104554,276508,10914958,5399597,4264158,90505,243130,5338642,1377025430,1124423803,600730751
16952753,3551,197714,243912,10882443,5562660,4247684,88584,242079,5511958,1377905343,1110125621,600824928
16912144,2791,90053,243385,11013748,5277290,4268169,89586,252954,5231089,1378375821,1128223238,600757588
16900588,3191,125331,243312,10932837,5480081,4224539,91741,285205,5467535,1377181578,1118788912,600721966
16828973,6025,143330,245655,10878434,5480143,4247552,89428,241315,5505859,1374135619,1110463506,600796265
17051935,4282,119503,248341,10964110,5419104,4279503,87612,295529,5537621,1380137674,1109182672,600743641
16791723,2886,91089,244211,11060087,5256263,4225817,85062,247943,5309083,1385398475,1150501168,600571228
17128456,3932,180065,237516,12569446,5194395,4069578,87033,283126,5243035,1535389144,1424977301,600537030
16877392,1960,76532,245521,10998205,5319098,4288447,89015,244964,5308257,1385332787,1130349020,600538508
16860798,3342,53828,289454,11097810,5156413,4266470,87931,254289,5163886,1385945777,1145756469,600839027
16983239,3299,70705,247116,11044532,5225940,4284883,90616,250807,5160487,1390762026,1146199063,600720827
17386093,2905,128162,243043,11148931,5240882,4326503,89536,245170,5324771,1396023979,1131334088,600800670
17240509,3365,60205,247214,11116683,5221366,4304787,88881,244027,5189906,1391345269,1142845903,600819728
17016070,2526,56433,246501,11135270,5189192,4297663,91840,310143,5283481,1386162263,1134146722,600816900
17153482,3126,61248,286171,11054456,5258698,4277811,90473,245115,5173357,1391372447,1144952246,600749872
17027988,2662,69355,245479,11110015,5205769,4301871,89484,248358,5318612,1395760410,1130836399,601120824
