L1-dcache-load-misses,iTLB-load-misses,L1-icache-load-misses,LLC-store-misses,branch-misses:u,LLC-load-misses,dTLB-load-misses,dTLB-store-misses,L2-store-misses,L2-load-misses,cycles,instructions,ns
18235793,76756,22920596,8044,3413717,35534,71814,137865,3295,17961,888086000,1616762810,350155092
22580839,59944,7617744,262640,1499194,2297561,689896,202979,293468,2190831,924370233,1513150443,350616988
24977334,9543,1429727,870071,3840385,4422082,2511132,393618,871345,4420283,840574221,885521704,350561303
22391390,16581,2136486,760834,3436084,4306005,2381991,360395,747390,4211292,817555429,788025733,350797148
23275279,11618,1491001,768396,3238428,4560527,2744497,364807,756472,4488782,780211111,678230309,350813725
24028018,4876,884957,854773,2880579,4673875,3029065,407816,855302,4734604,736140806,594117457,350804368
23943999,6746,806512,876764,2824390,4771040,3033150,419767,855611,4751560,733731999,584564523,350852858
24352190,2528,796425,854561,2948791,4886727,3112903,424642,857829,4864807,746635944,598630255,350606927
23811270,5865,974543,838260,3094190,4903324,3107174,401210,820036,4792801,761742731,587038870,350814754
24380219,3757,887788,807320,3193191,4918643,3130715,402362,801340,4923578,767435404,622840209,350849049
24044284,5515,1013639,779699,3177610,4900265,3094342,385387,776804,4864152,767202872,624052801,350854139
24019111,6504,1116134,766377,3218144,4881692,3079441,382500,779352,4914143,778470451,625006933,350588035
24446031,6110,975178,759819,3295310,4873985,3125320,387858,763698,4886185,790944098,637640978,350630714
24351663,3840,1018974,757416,3355904,4865700,3122656,383293,747814,4848047,797457400,641408523,350614246
24871611,3804,967422,754619,3306350,4962254,3148442,392018,771891,4931670,800672934,638447738,350586663
24286570,3744,998101,737450,3298553,4880277,3153098,385058,738720,4856043,795777514,632592025,350620221
24425072,4262,1016545,729284,3369184,4870583,3171195,386749,723743,4832687,799263115,633532065,350593551
24190953,6227,938233,767955,3192686,4939478,3130747,395995,767476,4921838,785440743,613140436,350817364
23982677,3149,810180,868627,3061048,4957878,3151975,428340,866849,4960508,767350023,596392839,350840831
23707832,3982,861083,859155,3118853,4904877,3113084,429518,859867,4866680,767963690,601100070,351101521
23606092,5161,902500,795744,3191225,4879170,3108285,407817,789167,4836590,775699658,608178975,350617519
24360165,1994,871458,756542,3278948,4885125,3200765,403728,766335,4882738,792468108,623052423,350585084
23694201,4626,911452,800739,3135183,4867750,3153092,414589,796555,4838859,773395996,606670762,350701324
23435386,6083,906411,815203,3138550,4830972,3092891,419597,812889,4889084,769011616,598614775,350835526
24247624,3176,869901,717658,3304676,4843469,3181392,395822,727774,4837860,794835179,628192993,350618409
23552630,7046,1274151,717609,3242813,4858505,3162868,378044,720498,4769171,793273249,594711815,350581169
24184967,2544,914715,725536,3294066,4892071,3228589,398925,741479,4856885,796232102,626021055,350573800
24068585,4156,919456,738164,3240988,4885110,3180050,398545,735611,4832114,787579466,620566999,350816796
23860982,5836,884178,761140,3195175,4815615,3097500,392491,745985,4797224,786774259,597781423,350864205
23829762,3218,915015,759008,3182405,4852088,3141648,398427,753769,4838260,775505768,617331095,350824163
24118123,4423,954268,712556,3268676,4854624,3184988,389904,714208,4832373,797632298,628384874,350773708
24340473,3752,890794,748065,3214122,4928981,3162038,400445,755892,4906878,790654265,626679871,350841963
24207353,3451,1011542,699847,3343795,4807392,3198397,387486,704871,4805904,802280309,642570346,350846512
24495203,3906,957294,708715,3317005,4852006,3200488,388888,716868,4816677,802231601,642287415,350806031
24418061,4861,884396,770466,3196208,4934788,3165535,405466,757294,4896387,798851513,634025253,351265589
23888972,4478,896579,756872,3195087,4859781,3165343,398064,755643,4822922,785155251,625913160,350820352
24414410,2292,960736,720139,3316887,4825112,3185697,390810,709833,4824537,802254718,641768459,350808288
24351799,3147,976962,722098,3279655,4847592,3185269,387549,707056,4838473,802245484,639924421,350834052
24228034,4843,929006,712759,3308842,4830424,3178316,395664,713988,4850686,799537554,635973567,350803559
24431171,4869,989564,702370,3318537,4823942,3207169,384405,698148,4831177,802164648,641182263,350822883
23988921,3610,1066615,698459,3330416,4793426,3147773,376100,689254,4836191,801640418,637254434,350586256
24185344,3555,900226,738011,3227614,4868783,3176159,397105,737754,4866852,791353215,627212044,350796299
24045896,4076,957973,721248,3264084,4838742,3185995,397139,717733,4826875,797040296,635437228,350915746
23751229,5397,1278300,704779,3284595,4860835,3169927,380829,702640,4710575,802497355,610353199,350980908
24390334,4045,947065,709956,3282038,4854736,3170986,383696,694972,4812321,800576106,638935105,350983931
24044429,3546,973958,702489,3287016,4830732,3133850,378244,709797,4853884,794579222,627932073,350959574
24419805,3974,982453,695879,3345901,4808560,3160611,378475,694558,4803274,802289917,640037201,350859407
24326992,1971,950560,708397,3319174,4853702,3155570,383272,711316,4828803,798936035,634621771,350787856
23932470,4541,875504,747506,3224894,4708333,2999567,377787,752669,4777816,786867727,607259683,350844859
24224443,2664,995749,703031,3330199,4802164,3128221,376808,695985,4802517,800225494,638686881,350825451
23952323,4056,885860,733324,3203915,4828284,3107965,375917,737274,4868454,776769322,608642142,350942226
23776453,6359,1109058,697313,3319256,4806986,3058941,364321,694557,4779471,795465178,629899025,350950010
24333075,2348,931298,723662,3270698,4839794,3164551,381022,715782,4855371,787365815,622886203,350805915
24036520,4683,897482,725868,3228869,4847443,3129183,373607,720193,4866341,785041507,615642066,350846452
23786226,9351,1136408,703791,3261800,4860285,3114743,368209,693501,4836762,795341207,619282574,350831728
24026549,7759,1162909,707040,3322355,4816922,3133144,368692,697284,4831548,802150190,628047135,350798468
23874424,7037,882846,725335,3172827,4894697,3118113,369252,723526,4872799,771496917,603080556,350840554
23527799,5390,1022888,721256,3238527,4836476,3131138,368925,713367,4859554,772998886,595441225,350835626
23845097,5552,1035231,709856,3156127,4908570,3087602,367868,702511,4828251,770198808,605491176,350798623
24026601,2545,782133,844565,3084497,4975816,3158733,400616,835854,4981378,767203188,588795290,350838636
23570425,3452,770012,816852,3089391,4978509,3129191,397020,830814,5014313,768101523,582979722,350889455
23623326,3306,833288,776394,3119836,4921764,3102065,386361,763838,4939919,767328775,594190131,350830710
23658221,5602,842314,729735,3178641,4860863,3102225,371190,744829,4868166,768918036,599738641,350784735
23601857,4573,921303,696942,3249187,4822367,3084362,360058,710488,4888914,772356159,601854692,350806931
23813048,4752,896229,711688,3200796,4860288,3138754,366041,705857,4813383,766882054,601375234,350597673
23883760,2462,804670,765896,3104098,4989911,3139977,373698,754846,4965475,767437741,593114210,350624196
23852118,2318,794803,834256,3061649,4975928,3124649,403517,830960,4977606,766906792,588612315,350646440
23489780,3371,776672,857141,3093040,4935887,3127027,405923,829030,4990235,766887897,584220162,350620830
21678230,11518,1097129,810721,3197053,4747708,2774114,368966,794697,4749031,806871161,527481782,350938778
21191236,12301,1047808,740066,3226360,4837075,2825495,325402,711310,4641434,850252857,514654796,350657712
23670504,3399,840505,700490,3152596,4868154,3171057,373715,716236,4860463,766747919,593221561,350599845
23680054,3995,852339,789556,3072464,4952389,3135063,382393,761504,4969708,767396196,592735014,350833722
23597397,1754,785645,789065,3102047,4939096,3111885,387372,764407,4921617,767347454,596484813,350832697
23587002,3462,791192,815465,3069353,4937517,3126089,403907,808246,4960181,767236114,592952350,350840764
23101781,4422,870464,815724,3118093,4889013,3104985,411614,819102,4924840,767433125,586837707,350868837
23484414,2146,844903,777995,3121735,4885610,3111029,392958,774526,4863697,767365978,598863266,350829248
23495497,2229,890871,695084,3194547,4816755,3127591,369386,702707,4858235,767322494,604073181,350884775
23424439,5246,840671,719239,3157069,4883619,3140990,374418,709721,4896001,769079020,593047330,350846100
23591175,3730,860629,722933,3152667,4880868,3107598,370813,718156,4902915,767247026,599595960,350842239
23580166,6106,920903,765544,3126229,4794777,2966328,371602,746139,4847224,782546444,589439430,350829059
23475336,2640,857614,785491,3112391,4904352,3108175,380434,757319,4963829,769576170,595614564,350856251
23387224,3520,856528,792240,3112528,4879286,3104740,389584,764041,4871912,767378727,599826642,350830513
23734839,1889,829543,707463,3121611,4892678,3098538,368297,708600,4858530,768169138,606179167,350812616
23484910,5136,916403,710526,3168111,4826892,3125647,376919,699606,4813892,769418369,606056848,350887267
23775321,3282,877989,695938,3192361,4756037,3120502,370182,691400,4822800,768516971,611504856,350820744
23681913,3827,869689,752892,3087639,4938205,3120805,377697,736888,4883511,767390205,602515219,350831427
23437227,2843,840310,797645,3095599,4862023,3109248,396420,763086,4872814,767243528,600609785,350823767
23509241,3336,880786,739087,3161340,4813426,3107806,378700,732060,4823703,768649707,607444160,350830114
23816340,5591,950418,720242,3191368,4938172,3140990,377603,728344,4867023,789979525,617351678,350820357
23479277,1601,830817,776782,3122109,4846355,3096178,385165,750725,4871053,767288132,604494300,350817238
23478693,4330,901265,703588,3170625,4836534,3128108,379248,702700,4814870,769143930,610310021,350811258
23615343,4120,928053,713556,3220290,4873654,3141755,378544,698808,4836552,780102692,614374784,350827596
23791069,3375,878633,691964,3212173,4832345,3170864,372526,693266,4845582,778672647,618462888,350784221
23806230,3945,890051,706941,3196062,4846088,3143551,371933,699686,4848469,779000115,616052944,350831562
23428143,8577,1403502,693147,3268283,4910061,3206457,370819,694209,4734861,794067035,597533427,350815199
24004991,3848,915458,705267,3316483,4847253,3166420,374518,707266,4864243,800142516,623876821,350803627
23695895,4833,833311,730903,3156158,4867232,3126664,375157,715187,4841948,773724658,609560030,350792472
23785147,3799,940299,709188,3253639,4821376,3105209,370514,716591,4900687,790641552,619812399,350851438
23721894,2618,872312,751002,3133130,4845718,3090511,378061,729112,4864091,767812472,607077738,351106038
23844854,3598,922632,691586,3259532,4790896,3135250,369792,696405,4819070,784146384,624109507,350594928
23917168,4493,981559,687523,3205899,4859930,3112393,368416,693213,4824252,787470638,623265484,350667615
23676599,2268,830433,738255,3130066,4871035,3122483,385339,750528,4850495,768655924,607521311,350818886
23624101,5760,914040,687427,3155723,4841879,3065736,368299,690321,4812730,774237662,617902975,350726898
23970945,8114,944440,684198,3219609,4791370,3126873,376021,679301,4807261,782096717,620827278,350864949
23822687,2245,942623,681279,3238236,4813697,3108766,371671,680845,4785617,782373194,625422466,350798115
23866158,3438,1069786,683971,3343905,4823594,3128083,368449,684030,4804875,802123530,632198692,350836848
23956722,6420,903781,693402,3256037,4806045,3131961,372189,692834,4827334,781663339,615891638,350942028
23739361,3099,848965,729795,3142442,4847474,3093088,374119,717887,4854422,767512538,603678034,350936248
23410937,4650,874977,713519,3147760,4827455,3102262,366566,694482,4857531,766689814,602008419,350677347
23588444,3426,840666,717205,3153725,4796103,3085337,374583,709535,4836721,769874549,609027662,350759355
23638091,3107,874413,717132,3148376,4811318,3081149,382770,720430,4817221,767296910,607209456,350841300
23535160,2486,873772,691066,3164898,4843153,3124862,364761,690234,4879415,774157047,605416383,351021185
23605582,4009,861179,700318,3135980,4842140,3121592,379287,715181,4811699,767452818,609912862,350942176
23422961,3701,855112,728638,3116817,4848558,3092858,391307,746138,4812009,768331550,606137497,351313788
23565536,4552,894359,677034,3177509,4828301,3101933,365771,687559,4842496,774046245,610773931,350717782
23820791,3205,889998,678312,3179824,4794483,3125704,372114,679083,4803581,775355795,615569950,350932754
23562120,3006,915181,682170,3164113,4824715,3107860,371249,681910,4782264,768443898,613315450,350923283
23603420,2072,850547,750929,3086358,4919967,3075917,391766,756556,4882990,772149383,604346083,350915064
23327000,2182,840550,740823,3091129,4848513,3079361,379667,746206,4826796,767593046,604390869,350977178
23600254,4168,925917,678081,3169348,4765330,3108437,365872,676804,4795085,772350549,614885402,350979309
23780307,4364,934969,725549,3106317,4863727,3096739,378884,710879,4823863,776684043,614589815,351042777
23584084,2732,866333,699977,3135290,4786245,3069020,379017,697616,4801837,767610743,612391873,350963985
23339737,5169,935946,729462,3099427,4839763,3093073,378524,709071,4791590,769025121,607861634,350670473
23956393,3727,941538,701650,3191554,4823520,3141892,376638,701435,4845883,786858431,622468265,350642686
23555955,2773,889547,694184,3137345,4802774,3094355,379433,695361,4777797,769865323,613422142,350625410
23373122,7163,907845,697502,3149669,4811391,3096812,372587,682032,4785735,769055032,606913468,350645807
23557341,4173,978878,699354,3146191,4801705,3104267,375106,683855,4784271,771980482,612173149,350634582
23648235,2174,899816,692242,3127159,4805184,3110138,375031,681884,4802069,772857337,613316606,350616601
23220618,7418,1192258,671852,3251842,4770222,3100576,359698,658030,4663012,785046393,599747265,351027557
23516868,3830,862165,780103,3087854,4866235,3131871,384768,750396,4875131,767954233,599218628,350828296
23189347,2268,901836,726300,3141190,4804512,3049589,395270,743060,4773514,772279623,611641138,350853751
23542063,7356,950160,687186,3174124,4799613,3089840,363785,681467,4860440,789353222,608780111,350950869
22945801,9378,1066994,750485,3099977,4868156,3075426,389378,741370,4835926,767517705,590313839,350954746
23491147,4748,1052296,700034,3134744,4826894,3077721,372601,694674,4791693,772402777,610045305,350921537
23441991,8827,1060140,691347,3123376,4793886,3024498,365015,685794,4848915,781080844,604342022,350828049
23539104,6406,1069404,679830,3226121,4764527,3052955,365847,670526,4757751,783100197,617930847,350844267
23733112,5022,871338,778428,3051550,4896194,3090296,403175,790751,4911952,770582547,601701555,350858881
23067615,3964,924645,763769,3029840,4903539,2985947,399658,781617,4809522,767085398,602163882,350839076
23280662,3537,938128,715134,3111528,4864775,3070245,379246,720587,4823329,767405922,600198037,350846864
23096715,3854,950839,689781,3135800,4806459,3073461,364947,681371,4762964,767357946,607520275,350867901
23076477,5309,1030248,667819,3161188,4765812,3026672,362419,665139,4746897,773049802,612326776,350779933
23498796,3551,904033,708138,3127838,4855820,3057048,370381,712242,4857266,771582920,602438435,350885109
22730542,8987,1206767,685722,3193898,4758771,3036917,359186,666099,4746409,774934984,597615696,350698912
23683880,3510,895551,690484,3162867,4847587,3102194,366067,699930,4835501,772192146,606446832,350775406
23162560,4448,895189,700909,3123131,4851260,3010572,363458,705401,4892815,767089988,590207099,350940615
23160379,7697,963060,767447,3074985,4965684,3120686,377916,773185,4982498,767787030,580281091,350862280
22911261,2616,796989,803120,2995086,4833908,3009462,396153,788712,4812901,753753160,575252153,350831524
23170136,2641,851913,760707,3113282,4852974,3030868,393870,775950,4844554,767110527,593362737,350817227
23316901,5090,882821,713072,3163241,4884396,3043634,364049,718271,4928372,774364717,594107719,350850983
23411427,2283,853762,727633,3151570,4893597,3062616,377504,746293,4850439,767381664,596414428,350834637
23412069,1562,791736,785901,3110437,4944491,3075859,396119,793780,4906056,767348746,596183452,350870094
23177335,2873,848813,827262,3112382,4927607,3000219,392391,781091,4947389,768042772,589366880,350860741
23169748,2923,859386,758814,3107087,4899528,3014327,401358,786885,4838478,767359490,599306740,350831634
23371134,2188,844787,757688,3123769,4866957,3040224,398045,766112,4875282,767339151,598551078,350863840
23371077,5266,1075351,781845,3155639,4777372,2992786,399806,811167,4929377,773056229,595174185,350827891
23227834,2816,814554,829525,3064455,4900137,3037555,413349,822340,4887948,767380736,596525728,350865808
23237270,2848,831882,801277,3030110,4918942,3027696,413470,823966,4894043,767476325,596616054,350929135
23012878,4536,1343537,795358,3115050,4913217,3018479,413816,834752,4862912,772547863,591376145,351036394
23131235,3620,831680,789318,3074967,4858235,3030677,400009,800273,4878781,767565051,594828612,350927427
22856787,5001,912498,800207,3090343,4863838,3008162,407647,822299,4853579,769342328,589914445,351142891
23238053,2618,853554,812343,3082169,4846157,2990510,408906,827067,4888879,768326235,594614147,351021578
23199489,2715,806804,816261,3045893,4932067,3023963,410414,820616,4853250,767791519,596125381,351029146
23002502,3818,833939,817201,3068363,4902791,3000597,411928,826668,4908971,768245557,588653741,350706472
23045881,2047,847091,814652,3077699,4891710,3003996,409538,830182,4884113,767743375,599587915,351015258
23006107,2192,858855,794901,3039787,4887835,2984348,413656,826964,4847309,767309033,595874435,350845844
23151980,4536,848374,827549,3063561,4904792,3010038,397309,803947,4956989,768065280,590052594,350661309
23153400,2177,819186,824350,3051592,4868662,3016594,414165,823021,4903217,767111972,594885649,350704568
23003785,2637,814745,815234,3094505,4866330,3004563,409859,816486,4871075,767354060,597049068,350955697
23318236,4084,895368,817184,2970773,4793613,2890320,397854,815525,4890331,780958150,594855609,350739319
23126739,1952,811866,811042,3052608,4904637,3037475,409929,818836,4869063,767101028,597256392,350785884
22988161,2072,813823,787172,3081535,4868573,3008106,410542,805114,4818611,767126888,597828815,350716795
23136684,4965,912743,820662,3040748,4949765,3013986,402640,798955,4884828,767835911,593124429,350819923
23034399,2255,829713,819367,3064399,4891274,2997523,405051,811417,4832817,768311592,598870925,351324427
22888109,3085,866114,813916,3114855,4812816,3000518,406673,811799,4830218,767371695,598784423,350889119
23021385,4653,926909,818780,3096143,4866469,3026573,412760,808969,4863985,767061456,596307000,350713470
23010907,3434,857594,818164,3063990,4828844,2971915,408441,810998,4817919,767301514,598583505,350833293
23120899,2447,849526,817382,3096925,4854344,2995909,411066,829226,4869169,766861462,599047127,350701606
22649481,8231,1481551,793959,3161964,4890021,3036707,411441,815295,4842350,772896858,585200812,351061390
23040913,3590,908271,823595,3063229,4876986,3031561,413400,820821,4857644,767534897,599252156,350993507
22832249,4456,869100,814777,3043487,4877793,3004815,409714,809982,4833974,768459337,589979207,350813936
23092098,2708,831790,812950,3077709,4890531,3035042,406177,812731,4872053,767307976,596950471,350826304
23226953,3048,850404,805991,3049640,4869569,3009484,413386,815546,4881671,767239133,596301295,350829372
23121944,4960,867443,817808,3042516,4840523,2979374,398564,799358,4989026,775058520,596440606,350770824
22931601,2143,840513,810126,3048730,4845563,2996458,405892,811284,4876623,767331471,599721931,350852224
23052406,3499,848209,785549,3064136,4867987,2986627,397432,778731,4804208,767483441,600434761,350875337
23136558,2199,872033,782265,3041803,4929009,2964449,399965,790073,4835685,769780869,602093688,350829678
23074242,2944,891129,706776,3142096,4850935,3031292,377124,713649,4807084,767304178,607943304,350834660
23367310,4500,900735,682277,3224659,4744282,3049293,365362,684047,4807663,775430748,615140084,351448764
23347876,5853,954221,705183,3189282,4839742,3041021,363428,674536,4772057,776833871,615543497,350842140
23414882,3512,891928,703257,3150410,4806855,3054915,372540,691536,4832216,767235284,607181994,350821428
23639890,3976,887995,713745,3105437,4879913,3041934,379478,716116,4835243,769561496,607325456,350947349
23364787,3579,852077,805821,3062958,4893702,3036364,407520,804362,4868773,767621101,599352202,351003412
23178452,2117,813579,809595,3088121,4884417,3019852,397957,777738,4881711,767248211,600777009,350835365
23193075,2742,838317,811020,3036417,4888376,3016079,412607,823601,4892413,767280775,596067851,350844243
22640116,7623,1018931,798547,3000729,4913716,2935739,396152,808884,4930342,771944143,584289955,350820622
14309498,14359,3438612,417026,2352816,2791058,1667231,203105,408987,2766388,842895222,1265929490,350834283
4843437,23772,5900404,3668,1835498,935569,505218,26487,2694,1174508,938393798,1863905170,350679100
15666407,2534,55015,138883,1004007,5248594,3131993,416752,136416,5332589,606920686,498523804,350998932
2582640,918,15254,8323,248300,1137607,472424,80763,36584,845689,145838123,192449613,84031539
23926741,113038,28887612,150208,4372261,563623,153512,175874,191845,510415,1361455676,2059526764,500078536
38875505,36909,5293234,935858,4208454,5550060,2576146,466833,918792,5379650,1316439586,1680771386,500803580
34989136,11754,2781963,1136300,5369237,6340081,3655669,541630,1116489,6314123,1258297053,1210657483,500693770
36677442,7351,1476396,1255352,4558733,7046827,4476073,583584,1243402,6921289,1150706336,961042032,500659472
36208982,6839,1092311,1293861,4253935,7015415,4612281,619177,1290933,7032153,1097823275,885054879,500972739
35678754,8211,1468619,1222482,4500080,7084033,4601712,608037,1242633,7122083,1108413739,886870122,500816276
35846223,8591,1239130,1183279,4727131,7143714,4591440,576063,1179371,7116720,1143466193,921221289,500742486
35374185,10929,1317688,1143271,4672171,7108225,4526818,568508,1144043,7075373,1144072804,921297377,500802989
35215744,9964,1325150,1110598,4811123,6996309,4505048,544848,1113208,7079766,1143839604,917850221,500784850
34857752,12329,1330046,1095136,4796434,6969617,4560724,554236,1078921,7019774,1143830024,915572174,500849305
35324764,8124,1342391,1068405,4792034,7011264,4584399,555407,1071401,6978169,1144836365,920453573,500802785
35080025,8031,1386957,1059187,4843906,6997424,4583045,551762,1067698,7063687,1146053498,905934694,501452953
34711041,3134,1185849,1240942,4455238,7114757,4557577,609031,1224987,7062553,1097691629,864491595,500793661
33998403,4921,1174907,1227804,4486317,7005044,4392997,602543,1236890,7024792,1098701088,860431789,500801545
34982500,3523,1332300,1083361,4680253,6966245,4548902,563761,1087470,6941850,1131844467,903183734,500892191
34409614,4807,1201784,1166352,4509857,6987084,4445728,594933,1166577,6985878,1099898820,872867039,500820757
34514790,5712,1337351,1090951,4644452,6922585,4530412,579169,1101765,6915341,1118817349,891638437,500907955
35027244,5829,1302798,1066528,4675957,6966632,4567696,561808,1044341,6975846,1134411637,906459908,500861445
34401353,8246,1302383,1054621,4682454,6957868,4573274,568739,1056995,6905682,1122884682,893935981,500799445
34144682,7411,1267661,1098679,4563841,6980195,4531103,574318,1094268,6945697,1101227672,877039972,500702142
34492735,5808,1259399,1059238,4614623,6957235,4551703,568721,1059661,6910275,1121827372,897730262,500818012
34316241,7656,1371944,1054237,4619638,6978861,4495369,561721,1076145,6962629,1120937941,882197354,501136939
34750086,7771,1381643,1018373,4808410,6927786,4542733,553797,1013693,6921123,1143970399,915170817,500727641
34539630,8356,1283556,1064670,4680547,6938065,4511529,553002,1061423,6997190,1134289700,892956680,500684608
34428770,8359,1308152,1063074,4640040,6922789,4445993,558847,1075659,6971410,1122453204,894239278,500724978
34919551,8383,1376087,1036874,4762576,6813691,4464492,533670,1000806,6820243,1155060244,907854317,500705150
34846521,4690,1364073,1025755,4711719,6931445,4587797,554149,1017963,6930216,1133770250,912027148,500693360
34985187,6712,1409943,1010515,4776426,6938869,4565647,543447,996730,6879192,1144815208,922487143,500686158
34790114,3600,1328538,1041979,4693649,6904774,4538976,554655,1044637,6960092,1129137709,905388750,500720122
34330246,7688,1663790,1036179,4703852,6838333,4470962,544170,1031995,6878032,1124125049,901629562,500591975
35108471,7479,1312705,1003703,4769926,6860040,4561670,548684,1005074,6936343,1144600580,919142555,500589169
34549570,8484,1400420,1015306,4771195,6868762,4529783,536801,1006620,6910989,1131488332,906031319,500592570
35061409,7696,1357689,1007155,4802080,6907274,4560362,540778,1009278,6884875,1144575004,914107863,500576571
34035157,6366,1270262,1082247,4603877,6950154,4520554,544174,1053259,6946679,1110327108,877188626,500616698
34315789,8323,1404301,1026114,4728599,6911740,4506700,534232,1011111,6878316,1124615275,896804543,500587881
34242825,6660,1370838,1031944,4761636,6873157,4446828,531448,1030416,6917292,1129402179,893841095,500833305
34593885,5164,1247379,1045001,4635994,6947055,4507074,540158,1038100,6947279,1115355740,884527439,500829710
34802075,5802,1325245,1014945,4758599,6945624,4468341,521781,1001443,6951890,1140902302,901209561,500811875
34778405,6332,1333995,1019225,4774346,6930031,4501598,526184,1018096,6920723,1134582508,896210924,500810497
34526704,6106,1249239,1064770,4587484,7155078,4532473,530346,1071790,7213592,1137257871,863884619,500851404
34269841,6094,1160572,1036256,4591799,6964761,4479184,526927,1024186,6931141,1101242970,869456364,500838536
33899191,6839,1181379,1213616,4417022,7220129,4498482,582205,1215081,7182879,1115662970,842499010,500576405
34032707,3359,1151736,1128347,4476253,7088024,4508424,550019,1123622,7088169,1094093750,853407566,500828265
33654070,6534,1316100,1043548,4611939,6870950,4442084,522277,1022741,6930857,1095170841,861000098,500872070
34276843,7799,1223242,1013853,4624958,6917650,4507237,524646,1019624,6930846,1097142877,868868094,500856147
33871934,7324,1656015,1116414,4525675,7112996,4548082,556066,1135460,7005764,1101701624,831768736,500851793
33865463,8378,1107691,1223774,4435343,7078106,4482126,585930,1217293,7103408,1091978416,844056880,500843713
33122204,6189,1442545,1192146,4473166,7079148,4399537,561653,1154710,6830846,1104319308,819920707,500703563
34124355,4845,1229582,1035368,4525272,7011336,4522451,524621,1009978,6908615,1095002294,861621158,500821633
33812991,8290,1323354,1193775,4521479,7387155,4469450,538431,1144803,7155256,1166318105,831464248,500678304
33773813,5779,1236297,1160329,4407416,7147772,4481316,573953,1166717,7048395,1094647514,854273568,500618721
33566200,3373,1280220,1169285,4447213,7087483,4411864,573148,1172120,7003721,1095488050,852151484,500713307
33745420,3458,1241522,1061995,4512324,6983962,4471211,537325,1059939,6931689,1094593543,861874261,500616018
34087904,8730,1289220,1030079,4560249,7022919,4517758,526619,1024706,6973827,1101702552,871167928,500649846
33953619,4968,1262461,1069173,4520913,7021369,4468516,546735,1080115,6996389,1095557399,864159840,501020246
33638458,5643,1240835,1118222,4456423,7006716,4486491,555020,1083636,7008082,1094921100,857628111,500636512
33630790,4664,1222391,1098684,4507335,6941377,4450689,544968,1065058,6956087,1094594192,864372959,500613789
33809058,6177,1250547,1034055,4535075,6929789,4498121,530514,1016419,6940782,1096787341,866264148,500738159
33998101,4801,1266020,1015671,4570292,6916467,4484237,525111,1000019,6864300,1097516834,873031934,500719681
33650126,5920,1374639,1115209,4417659,6993573,4466961,542579,1097994,7078022,1096704433,856581877,500791520
33276660,6883,1405422,1054535,4530430,6930114,4421072,551354,1082039,6949243,1099615748,860102186,500717996
33940531,5557,1288206,1071343,4525416,6981289,4468341,546900,1081704,6957490,1108846836,873300831,500722751
33692123,3957,1282015,1033243,4514110,6951834,4455536,542909,1047230,6913299,1095224973,872840677,500733719
34205957,4225,1280871,1011563,4604276,6964713,4493470,531509,1015548,6931110,1111464861,886982814,500726872
33953932,7628,1353476,1007730,4563147,6931492,4500037,539958,1014131,6893372,1105498835,884589295,500721911
34532571,7894,1295905,1004866,4649025,6955447,4524608,534283,990733,6920127,1122961463,898156694,500775752
34027033,7816,1406192,1018580,4604756,6916947,4502598,542856,1036802,6949573,1117087874,881199779,500686308
34062011,5200,1316933,1024145,4626521,6929191,4487450,542917,1027401,6902201,1112061201,890190967,501050826
33306778,10625,1356293,1038500,4568882,6942474,4475971,540322,1039479,6823543,1110582224,850738309,500827167
34466329,6230,1395621,1004201,4704873,6915169,4532544,531436,997463,6899498,1132891241,897002773,500698696
33797722,4210,1238654,1040135,4536083,6931631,4428189,535303,1040687,6970578,1098410476,869288976,500727110
34175027,9617,1274696,979718,4598061,6860012,4486432,533294,984897,6868660,1113701022,888687754,500692919
34357300,6335,1370024,983991,4664810,6941943,4474589,519895,984048,6882585,1127430210,900706530,500664190
34377413,6795,1323759,987403,4760807,6852277,4465184,523050,989318,6884775,1123900871,893224769,500697589
35483869,4155,1402012,1074478,4745318,7096595,4494873,537749,1062789,7228764,1149253049,905007707,520579028
33718192,7208,1331960,1034633,4549309,6913730,4455142,527283,1000145,6936937,1101171458,868651614,500643390
33451853,10413,1836335,1040430,4543956,6943827,4442979,542466,1045695,6923379,1097922556,869042069,500746155
33992018,10880,1360886,992027,4523393,6972523,4480007,527052,982477,6929033,1111062325,883180909,500703248
33503312,2960,1260229,1059206,4464958,6963087,4464474,555066,1072691,6908490,1095766899,869283424,500708710
33689805,8686,1414426,972619,4516079,6869873,4458827,524409,972281,6863585,1099755575,877643476,500727437
33712415,7917,1263292,985803,4543671,6872382,4482431,529627,982614,6877406,1096982744,875299361,500733288
33787326,4301,1227308,1082262,4446394,6945706,4420861,560155,1086635,6941921,1096863613,871595281,500712080
33531731,6270,1311648,1017937,4515246,6889460,4446869,524220,1018230,6969168,1098063350,869019382,500730924
34000089,6627,1193136,1034283,4512085,6892492,4471908,541482,1037907,6893851,1103026544,880048232,500726352
33759894,7963,1327717,1010819,4479676,6863889,4373423,521222,992787,6954171,1102366369,875387431,501289977
33912489,8204,1316845,1018439,4514763,6887944,4460527,536321,1027777,6911914,1108512338,883055174,500722638
33683634,8205,1427850,998857,4443925,6991731,4397194,533212,996084,6866193,1096453915,872994117,500715254
33795099,6703,1305899,1002372,4519860,6877531,4440449,529800,991667,6855053,1095429618,879428056,500746635
